Starting Nmap 7.95 ( https://nmap.org ) at 2025-02-26 10:23 EST
Initiating Parallel DNS resolution of 80 hosts. at 10:24
Completed Parallel DNS resolution of 80 hosts. at 10:24, 1.20s elapsed
Initiating SYN Stealth Scan at 10:24
Nmap scan report for cert-self-serve-ui.catalyst.clover.com (167.86.43.39)
Host is up, received user-set (0.12s latency).
Scanned at 2025-02-26 10:24:07 EST for 1577s
Not shown: 988 closed tcp ports (reset)
PORT      STATE    SERVICE    REASON
20/tcp    filtered ftp-data   no-response
21/tcp    filtered ftp        no-response
22/tcp    filtered ssh        no-response
25/tcp    filtered smtp       port-unreach from 10.5.0.1 ttl 64
53/tcp    open     domain     syn-ack ttl 64
80/tcp    open     http       syn-ack ttl 64
161/tcp   filtered snmp       no-response
179/tcp   filtered bgp        no-response
443/tcp   open     https      syn-ack ttl 64
5060/tcp  open     sip        syn-ack ttl 64
8080/tcp  open     http-proxy syn-ack ttl 64
10024/tcp filtered unknown    no-response

Nmap scan report for get.clover.com (199.60.103.31)
Host is up, received user-set (0.10s latency).
Other addresses for get.clover.com (not scanned): 199.60.103.225 2606:2c40::c73c:671f 2606:2c40::c73c:67e1
Scanned at 2025-02-26 10:24:06 EST for 773s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for otp.catalyst.clover.com (66.22.30.155)
Host is up, received user-set (0.12s latency).
Scanned at 2025-02-26 10:24:07 EST for 1600s
Not shown: 973 closed tcp ports (reset)
PORT      STATE    SERVICE        REASON
20/tcp    filtered ftp-data       no-response
21/tcp    filtered ftp            no-response
22/tcp    filtered ssh            no-response
25/tcp    filtered smtp           port-unreach from 10.5.0.1 ttl 64
53/tcp    open     domain         syn-ack ttl 64
80/tcp    open     http           syn-ack ttl 64
161/tcp   filtered snmp           no-response
179/tcp   filtered bgp            no-response
211/tcp   filtered 914c-g         no-response
443/tcp   open     https          syn-ack ttl 64
666/tcp   filtered doom           no-response
1058/tcp  filtered nim            no-response
1999/tcp  filtered tcp-id-port    no-response
2000/tcp  filtered cisco-sccp     no-response
2383/tcp  filtered ms-olap4       no-response
3766/tcp  filtered sitewatch-s    no-response
3998/tcp  filtered dnx            no-response
4343/tcp  filtered unicall        no-response
5060/tcp  open     sip            syn-ack ttl 64
6002/tcp  filtered X11:2          no-response
6389/tcp  filtered clariion-evr01 no-response
8000/tcp  filtered http-alt       no-response
8080/tcp  open     http-proxy     syn-ack ttl 64
8088/tcp  filtered radan-http     no-response
20000/tcp filtered dnp            no-response
32783/tcp filtered unknown        no-response
60020/tcp filtered unknown        no-response

Nmap scan report for link.dev.clover.com (34.117.211.53)
Host is up, received user-set (0.10s latency).
rDNS record for 34.117.211.53: 53.211.117.34.bc.googleusercontent.com
Scanned at 2025-02-26 10:24:07 EST for 748s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for m.clover.com (3.233.108.250)
Host is up, received user-set (0.10s latency).
Other addresses for m.clover.com (not scanned): 54.157.2.211 3.233.187.46
rDNS record for 3.233.108.250: ec2-3-233-108-250.compute-1.amazonaws.com
Scanned at 2025-02-26 10:24:07 EST for 757s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for perf-int.catalyst.clover.com (107.162.232.29)
Host is up, received user-set (0.10s latency).
Scanned at 2025-02-26 10:24:06 EST for 772s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for perf-api-rest.catalyst.clover.com (66.22.80.121)
Host is up, received user-set (0.13s latency).
Scanned at 2025-02-26 10:24:07 EST for 1600s
Not shown: 979 closed tcp ports (reset)
PORT      STATE    SERVICE          REASON
20/tcp    filtered ftp-data         no-response
21/tcp    filtered ftp              no-response
22/tcp    filtered ssh              no-response
25/tcp    filtered smtp             port-unreach from 10.5.0.1 ttl 64
53/tcp    open     domain           syn-ack ttl 64
80/tcp    open     http             syn-ack ttl 64
161/tcp   filtered snmp             no-response
179/tcp   filtered bgp              no-response
443/tcp   open     https            syn-ack ttl 64
911/tcp   filtered xact-backup      no-response
2000/tcp  filtered cisco-sccp       no-response
2022/tcp  filtered down             no-response
3269/tcp  filtered globalcatLDAPssl no-response
3766/tcp  filtered sitewatch-s      no-response
4279/tcp  filtered vrml-multi-use   no-response
5004/tcp  filtered avt-profile-1    no-response
5060/tcp  open     sip              syn-ack ttl 64
8080/tcp  open     http-proxy       syn-ack ttl 64
9111/tcp  filtered DragonIDSConsole no-response
18040/tcp filtered unknown          no-response
50389/tcp filtered unknown          no-response

Nmap scan report for perf-self-serve-ui.catalyst.clover.com (167.86.43.40)
Host is up, received user-set (0.12s latency).
Scanned at 2025-02-26 10:24:07 EST for 1580s
Not shown: 989 closed tcp ports (reset)
PORT     STATE    SERVICE    REASON
20/tcp   filtered ftp-data   no-response
21/tcp   filtered ftp        no-response
22/tcp   filtered ssh        no-response
25/tcp   filtered smtp       port-unreach from 10.5.0.1 ttl 64
53/tcp   open     domain     syn-ack ttl 64
80/tcp   open     http       syn-ack ttl 64
161/tcp  filtered snmp       no-response
179/tcp  filtered bgp        no-response
443/tcp  open     https      syn-ack ttl 64
5060/tcp open     sip        syn-ack ttl 64
8080/tcp open     http-proxy syn-ack ttl 64

Nmap scan report for feedback.staging.clover.com (34.195.212.27)
Host is up, received user-set (0.10s latency).
Other addresses for feedback.staging.clover.com (not scanned): 52.20.49.116
rDNS record for 34.195.212.27: ec2-34-195-212-27.compute-1.amazonaws.com
Scanned at 2025-02-26 10:24:06 EST for 770s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for partner.clover.com (166.73.4.196)
Host is up, received user-set (0.10s latency).
Scanned at 2025-02-26 10:24:07 EST for 699s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for perf-api.catalyst.clover.com (107.162.232.63)
Host is up, received user-set (0.10s latency).
Scanned at 2025-02-26 10:24:07 EST for 764s
Not shown: 994 filtered tcp ports (no-response), 1 filtered tcp ports (port-unreach)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for api.catalyst.clover.com (107.162.232.80)
Host is up, received user-set (0.10s latency).
Scanned at 2025-02-26 10:24:07 EST for 692s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for qa-alt.catalyst.clover.com (167.86.43.68)
Host is up, received user-set (0.12s latency).
Scanned at 2025-02-26 10:24:07 EST for 1595s
Not shown: 985 closed tcp ports (reset)
PORT      STATE    SERVICE      REASON
20/tcp    filtered ftp-data     no-response
21/tcp    filtered ftp          no-response
22/tcp    filtered ssh          no-response
25/tcp    filtered smtp         port-unreach from 10.5.0.1 ttl 64
53/tcp    open     domain       syn-ack ttl 64
80/tcp    open     http         syn-ack ttl 64
161/tcp   filtered snmp         no-response
179/tcp   filtered bgp          no-response
443/tcp   open     https        syn-ack ttl 64
1998/tcp  filtered x25-svc-port no-response
5060/tcp  open     sip          syn-ack ttl 64
5900/tcp  filtered vnc          no-response
7007/tcp  filtered afs3-bos     no-response
8080/tcp  open     http-proxy   syn-ack ttl 64
55056/tcp filtered unknown      no-response

Nmap scan report for ap.clover.com (34.116.0.40)
Host is up, received user-set (0.10s latency).
rDNS record for 34.116.0.40: 40.0.116.34.bc.googleusercontent.com
Scanned at 2025-02-26 10:24:07 EST for 685s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for qa-acct-mgmt.catalyst.clover.com (66.6.17.188)
Host is up, received user-set (0.16s latency).
Scanned at 2025-02-26 10:24:07 EST for 1595s
Not shown: 985 closed tcp ports (reset)
PORT      STATE    SERVICE    REASON
19/tcp    filtered chargen    no-response
25/tcp    filtered smtp       port-unreach from 10.5.0.1 ttl 64
53/tcp    open     domain     syn-ack ttl 64
80/tcp    open     http       syn-ack ttl 64
179/tcp   filtered bgp        no-response
443/tcp   open     https      syn-ack ttl 64
666/tcp   filtered doom       no-response
1010/tcp  filtered surf       no-response
3809/tcp  filtered apocd      no-response
5060/tcp  open     sip        syn-ack ttl 64
8080/tcp  open     http-proxy syn-ack ttl 64
8500/tcp  filtered fmtp       no-response
10009/tcp filtered swdtp-sv   no-response
20000/tcp filtered dnp        no-response
32783/tcp filtered unknown    no-response

Nmap scan report for public.clover.com (35.201.74.249)
Host is up, received user-set (0.10s latency).
rDNS record for 35.201.74.249: 249.74.201.35.bc.googleusercontent.com
Scanned at 2025-02-26 10:24:07 EST for 756s
Not shown: 995 filtered tcp ports (no-response), 1 filtered tcp ports (port-unreach)
PORT     STATE SERVICE    REASON
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for qa-self-serve-ui.catalyst.clover.com (167.86.43.42)
Host is up, received user-set (0.12s latency).
Scanned at 2025-02-26 10:24:07 EST for 1583s
Not shown: 989 closed tcp ports (reset)
PORT     STATE    SERVICE    REASON
20/tcp   filtered ftp-data   no-response
21/tcp   filtered ftp        no-response
22/tcp   filtered ssh        no-response
25/tcp   filtered smtp       port-unreach from 10.5.0.1 ttl 64
53/tcp   open     domain     syn-ack ttl 64
80/tcp   open     http       syn-ack ttl 64
161/tcp  filtered snmp       no-response
179/tcp  filtered bgp        no-response
443/tcp  open     https      syn-ack ttl 64
5060/tcp open     sip        syn-ack ttl 64
8080/tcp open     http-proxy syn-ack ttl 64

Nmap scan report for perf.catalyst.clover.com (107.162.232.60)
Host is up, received user-set (0.10s latency).
Scanned at 2025-02-26 10:24:07 EST for 767s
Not shown: 994 filtered tcp ports (no-response), 1 filtered tcp ports (port-unreach)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for qa-int.catalyst.clover.com (107.162.183.211)
Host is up, received user-set (0.10s latency).
Scanned at 2025-02-26 10:24:07 EST for 741s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for prod-websocket.prod.catalyst.clover.com (100.20.32.41)
Host is up, received user-set (0.10s latency).
Other addresses for prod-websocket.prod.catalyst.clover.com (not scanned): 44.237.149.16 54.184.60.188
rDNS record for 100.20.32.41: ec2-100-20-32-41.us-west-2.compute.amazonaws.com
Scanned at 2025-02-26 10:24:07 EST for 669s
Not shown: 994 filtered tcp ports (no-response), 1 filtered tcp ports (port-unreach)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for qa-alt-int.catalyst.clover.com (167.86.43.69)
Host is up, received user-set (0.12s latency).
Scanned at 2025-02-26 10:24:07 EST for 1593s
Not shown: 984 closed tcp ports (reset)
PORT      STATE    SERVICE           REASON
20/tcp    filtered ftp-data          no-response
21/tcp    filtered ftp               no-response
22/tcp    filtered ssh               no-response
25/tcp    filtered smtp              port-unreach from 10.5.0.1 ttl 64
53/tcp    open     domain            syn-ack ttl 64
80/tcp    open     http              syn-ack ttl 64
161/tcp   filtered snmp              no-response
179/tcp   filtered bgp               no-response
443/tcp   open     https             syn-ack ttl 64
625/tcp   filtered apple-xsrvr-admin no-response
1093/tcp  filtered proofd            no-response
5060/tcp  open     sip               syn-ack ttl 64
8008/tcp  filtered http              no-response
8080/tcp  open     http-proxy        syn-ack ttl 64
8194/tcp  filtered sophos            no-response
16018/tcp filtered unknown           no-response

Nmap scan report for qa-api-invoca.non-prod.catalyst.clover.com (44.239.130.219)
Host is up, received user-set (0.10s latency).
Other addresses for qa-api-invoca.non-prod.catalyst.clover.com (not scanned): 35.161.116.111 54.191.22.184
rDNS record for 44.239.130.219: ec2-44-239-130-219.us-west-2.compute.amazonaws.com
Scanned at 2025-02-26 10:24:07 EST for 756s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for sales.clover.com (151.101.131.10)
Host is up, received user-set (0.10s latency).
Other addresses for sales.clover.com (not scanned): 151.101.195.10 151.101.3.10 151.101.67.10
Scanned at 2025-02-26 10:24:06 EST for 766s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for connect.clover.com (104.17.73.206)
Host is up, received user-set (0.10s latency).
Other addresses for connect.clover.com (not scanned): 104.17.74.206 104.17.70.206 104.17.71.206 104.17.72.206
Scanned at 2025-02-26 10:24:07 EST for 737s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for getcapital.clover.com (3.229.73.76)
Host is up, received user-set (0.10s latency).
Other addresses for getcapital.clover.com (not scanned): 34.225.23.74
rDNS record for 3.229.73.76: ec2-3-229-73-76.compute-1.amazonaws.com
Scanned at 2025-02-26 10:24:07 EST for 569s
Not shown: 994 filtered tcp ports (no-response), 1 filtered tcp ports (port-unreach)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Nmap scan report for qa-otp.catalyst.clover.com (66.22.85.187)
Host is up, received user-set (0.12s latency).
Scanned at 2025-02-26 10:24:07 EST for 1611s
Not shown: 983 closed tcp ports (reset)
PORT     STATE    SERVICE      REASON
9/tcp    filtered discard      no-response
20/tcp   filtered ftp-data     no-response
21/tcp   filtered ftp          no-response
22/tcp   filtered ssh          no-response
25/tcp   filtered smtp         port-unreach from 10.5.0.1 ttl 64
53/tcp   open     domain       syn-ack ttl 64
80/tcp   open     http         syn-ack ttl 64
161/tcp  filtered snmp         no-response
179/tcp  filtered bgp          no-response
443/tcp  open     https        syn-ack ttl 64
1022/tcp filtered exp2         no-response
2000/tcp filtered cisco-sccp   no-response
5030/tcp filtered surfpass     no-response
5060/tcp open     sip          syn-ack ttl 64
7100/tcp filtered font-service no-response
8080/tcp open     http-proxy   syn-ack ttl 64
9102/tcp filtered jetdirect    no-response

Nmap scan report for rewards.dev1.dev.clover.com (34.235.193.186)
Host is up, received user-set (0.10s latency).
Other addresses for rewards.dev1.dev.clover.com (not scanned): 23.21.86.188 35.168.141.12 107.21.94.65
rDNS record for 34.235.193.186: ec2-34-235-193-186.compute-1.amazonaws.com
Scanned at 2025-02-26 10:24:07 EST for 512s
Not shown: 995 filtered tcp ports (no-response)
PORT     STATE SERVICE    REASON
53/tcp   open  domain     syn-ack ttl 64
80/tcp   open  http       syn-ack ttl 64
443/tcp  open  https      syn-ack ttl 64
5060/tcp open  sip        syn-ack ttl 64
8080/tcp open  http-proxy syn-ack ttl 64

Initiating Parallel DNS resolution of 13 hosts. at 10:50
Completed Parallel DNS resolution of 13 hosts. at 10:51, 1.13s elapsed
Initiating SYN Stealth Scan at 10:51
Scanning 28 hosts [1000 ports/host]
Discovered open port 53/tcp on 66.22.56.35
Discovered open port 80/tcp on 66.22.56.35
Discovered open port 80/tcp on 66.22.80.122
Discovered open port 80/tcp on 167.86.43.38
Discovered open port 80/tcp on 167.86.43.41
Discovered open port 80/tcp on 66.22.85.186
Discovered open port 53/tcp on 66.22.56.145
Discovered open port 80/tcp on 66.6.29.162
Discovered open port 80/tcp on 66.22.56.145
Discovered open port 8080/tcp on 66.22.56.35
Discovered open port 8080/tcp on 66.22.80.122
Discovered open port 8080/tcp on 66.22.85.186
Discovered open port 8080/tcp on 167.86.43.38
Discovered open port 8080/tcp on 66.6.29.162
Discovered open port 8080/tcp on 167.86.43.41
Discovered open port 8080/tcp on 66.22.56.145
Discovered open port 53/tcp on 151.101.127.10
Discovered open port 53/tcp on 151.101.195.10
Discovered open port 53/tcp on 34.195.212.27
Discovered open port 53/tcp on 107.162.232.59
Discovered open port 53/tcp on 54.158.149.68
Discovered open port 53/tcp on 104.16.94.80
Discovered open port 53/tcp on 18.160.213.94
Discovered open port 80/tcp on 151.101.127.10
Discovered open port 80/tcp on 151.101.195.10
Discovered open port 80/tcp on 34.195.212.27
Discovered open port 80/tcp on 107.162.232.59
Discovered open port 80/tcp on 54.158.149.68
Discovered open port 80/tcp on 104.16.94.80
Discovered open port 80/tcp on 18.160.213.94
Discovered open port 8080/tcp on 107.162.232.59
Discovered open port 8080/tcp on 54.158.149.68
Discovered open port 8080/tcp on 104.16.94.80
Discovered open port 8080/tcp on 18.160.213.94
Discovered open port 8080/tcp on 151.101.127.10
Discovered open port 8080/tcp on 151.101.195.10
Discovered open port 8080/tcp on 34.195.212.27
Discovered open port 53/tcp on 151.101.3.10
Discovered open port 53/tcp on 167.86.43.38
Discovered open port 53/tcp on 66.22.80.122
Discovered open port 53/tcp on 66.6.29.162
Discovered open port 53/tcp on 66.22.85.186
Discovered open port 80/tcp on 151.101.3.10
Discovered open port 53/tcp on 23.21.86.188
Discovered open port 53/tcp on 66.6.17.186
Discovered open port 53/tcp on 167.86.43.41
Discovered open port 53/tcp on 107.162.183.211
Discovered open port 80/tcp on 66.6.17.186
Discovered open port 80/tcp on 107.162.183.211
Discovered open port 53/tcp on 34.111.136.147
Discovered open port 80/tcp on 23.21.86.188
Discovered open port 53/tcp on 107.162.183.213
Discovered open port 53/tcp on 34.98.98.113
Increasing send delay for 167.86.43.38 from 0 to 5 due to max_successful_tryno increase to 4
Increasing send delay for 66.22.56.145 from 0 to 5 due to max_successful_tryno increase to 4
Increasing send delay for 66.22.85.186 from 0 to 5 due to max_successful_tryno increase to 4
Increasing send delay for 66.6.29.162 from 0 to 5 due to max_successful_tryno increase to 4
Discovered open port 80/tcp on 34.111.136.147
Discovered open port 53/tcp on 34.8.59.252
Increasing send delay for 167.86.43.38 from 5 to 10 due to max_successful_tryno increase to 5
Discovered open port 53/tcp on 3.170.152.118
Discovered open port 53/tcp on 104.16.241.118
Discovered open port 80/tcp on 107.162.183.213
Discovered open port 53/tcp on 166.73.4.195
Discovered open port 53/tcp on 107.162.183.212
Increasing send delay for 66.22.56.145 from 5 to 10 due to max_successful_tryno increase to 5
Increasing send delay for 66.6.29.162 from 5 to 10 due to max_successful_tryno increase to 5
Discovered open port 80/tcp on 34.98.98.113
Discovered open port 80/tcp on 104.16.241.118
Discovered open port 80/tcp on 3.170.152.118
Discovered open port 80/tcp on 34.8.59.252
Discovered open port 80/tcp on 166.73.4.195
Discovered open port 53/tcp on 107.162.180.200
Discovered open port 80/tcp on 107.162.180.200
Increasing send delay for 66.22.56.35 from 0 to 5 due to 11 out of 19 dropped probes since last increase.
Discovered open port 53/tcp on 34.98.98.115
Discovered open port 80/tcp on 107.162.183.212
Discovered open port 8080/tcp on 23.21.86.188
Discovered open port 8080/tcp on 151.101.3.10
Discovered open port 8080/tcp on 104.16.241.118
Discovered open port 8080/tcp on 34.111.136.147
Discovered open port 80/tcp on 34.98.98.115
Discovered open port 8080/tcp on 166.73.4.195
Discovered open port 8080/tcp on 107.162.183.211
Discovered open port 8080/tcp on 107.162.183.213
Discovered open port 8080/tcp on 34.98.98.113
Discovered open port 8080/tcp on 66.6.17.186
Discovered open port 443/tcp on 54.158.149.68
Discovered open port 8080/tcp on 3.170.152.118
Discovered open port 8080/tcp on 107.162.183.212
Discovered open port 443/tcp on 107.162.232.59
Discovered open port 8080/tcp on 107.162.180.200
Discovered open port 443/tcp on 34.195.212.27
Discovered open port 8080/tcp on 34.8.59.252
Discovered open port 8080/tcp on 34.98.98.115
Increasing send delay for 167.86.43.41 from 0 to 5 due to 11 out of 22 dropped probes since last increase.
Increasing send delay for 66.6.17.186 from 0 to 5 due to max_successful_tryno increase to 4
Discovered open port 443/tcp on 66.22.56.35
Increasing send delay for 66.22.80.122 from 0 to 5 due to 11 out of 22 dropped probes since last increase.
Discovered open port 443/tcp on 104.16.94.80
Discovered open port 443/tcp on 18.160.213.94
Discovered open port 443/tcp on 66.22.56.145
Discovered open port 443/tcp on 167.86.43.41
Discovered open port 443/tcp on 151.101.127.10
Increasing send delay for 167.86.43.41 from 5 to 10 due to max_successful_tryno increase to 4
Increasing send delay for 167.86.43.41 from 10 to 20 due to max_successful_tryno increase to 5
Discovered open port 443/tcp on 66.22.80.122
Discovered open port 443/tcp on 167.86.43.38
Increasing send delay for 66.6.29.162 from 10 to 20 due to 11 out of 13 dropped probes since last increase.
SYN Stealth Scan Timing: About 2.57% done; ETC: 11:11 (0:19:36 remaining)
Increasing send delay for 167.86.43.38 from 10 to 20 due to 11 out of 18 dropped probes since last increase.
Discovered open port 443/tcp on 151.101.3.10
Increasing send delay for 66.22.85.186 from 5 to 10 due to max_successful_tryno increase to 5
Increasing send delay for 66.22.80.122 from 5 to 10 due to max_successful_tryno increase to 4
Increasing send delay for 66.6.17.186 from 5 to 10 due to max_successful_tryno increase to 5
Discovered open port 443/tcp on 107.162.183.211
Discovered open port 443/tcp on 66.22.85.186
Discovered open port 443/tcp on 151.101.195.10
Discovered open port 443/tcp on 34.98.98.113
Increasing send delay for 66.6.17.186 from 10 to 20 due to max_successful_tryno increase to 6
Discovered open port 443/tcp on 3.170.152.118
Increasing send delay for 66.22.56.35 from 5 to 10 due to 11 out of 20 dropped probes since last increase.
Discovered open port 443/tcp on 107.162.183.213
Discovered open port 443/tcp on 166.73.4.195
Discovered open port 443/tcp on 104.16.241.118
Discovered open port 443/tcp on 66.6.17.186
Discovered open port 443/tcp on 34.111.136.147
Discovered open port 443/tcp on 23.21.86.188
Discovered open port 443/tcp on 66.6.29.162
Discovered open port 443/tcp on 107.162.180.200
Increasing send delay for 66.22.56.145 from 10 to 20 due to 11 out of 20 dropped probes since last increase.
Increasing send delay for 167.86.43.41 from 20 to 40 due to 11 out of 16 dropped probes since last increase.
Increasing send delay for 66.22.56.35 from 10 to 20 due to max_successful_tryno increase to 4
Discovered open port 443/tcp on 34.8.59.252
Increasing send delay for 66.6.29.162 from 20 to 40 due to max_successful_tryno increase to 6
Discovered open port 443/tcp on 107.162.183.212
Discovered open port 443/tcp on 34.98.98.115
Increasing send delay for 66.22.85.186 from 10 to 20 due to 11 out of 17 dropped probes since last increase.
Increasing send delay for 167.86.43.38 from 20 to 40 due to 11 out of 17 dropped probes since last increase.
Increasing send delay for 66.22.80.122 from 10 to 20 due to max_successful_tryno increase to 5
Increasing send delay for 66.22.80.122 from 20 to 40 due to max_successful_tryno increase to 6
Increasing send delay for 66.22.80.122 from 40 to 80 due to max_successful_tryno increase to 7
Increasing send delay for 66.6.17.186 from 20 to 40 due to 11 out of 19 dropped probes since last increase.
Increasing send delay for 66.22.56.35 from 20 to 40 due to 11 out of 12 dropped probes since last increase.
Increasing send delay for 167.86.43.41 from 40 to 80 due to 11 out of 20 dropped probes since last increase.
Increasing send delay for 66.6.29.162 from 40 to 80 due to 11 out of 16 dropped probes since last increase.
Increasing send delay for 66.22.56.35 from 40 to 80 due to max_successful_tryno increase to 5
Increasing send delay for 66.22.56.35 from 80 to 160 due to max_successful_tryno increase to 6
Increasing send delay for 66.22.56.35 from 160 to 320 due to max_successful_tryno increase to 7
Increasing send delay for 167.86.43.38 from 40 to 80 due to 11 out of 15 dropped probes since last increase.
Increasing send delay for 66.22.85.186 from 20 to 40 due to 11 out of 13 dropped probes since last increase.
Increasing send delay for 66.22.85.186 from 40 to 80 due to max_successful_tryno increase to 6
Increasing send delay for 66.22.56.145 from 20 to 40 due to 11 out of 16 dropped probes since last increase.
Increasing send delay for 66.6.17.186 from 40 to 80 due to max_successful_tryno increase to 7
Increasing send delay for 66.6.17.186 from 80 to 160 due to max_successful_tryno increase to 8
Increasing send delay for 66.6.17.186 from 160 to 320 due to max_successful_tryno increase to 9
Increasing send delay for 167.86.43.41 from 80 to 160 due to 11 out of 13 dropped probes since last increase.
Increasing send delay for 167.86.43.38 from 80 to 160 due to max_successful_tryno increase to 6
Increasing send delay for 167.86.43.38 from 160 to 320 due to max_successful_tryno increase to 7
Increasing send delay for 66.22.56.145 from 40 to 80 due to max_successful_tryno increase to 6
Increasing send delay for 66.6.29.162 from 80 to 160 due to max_successful_tryno increase to 7
SYN Stealth Scan Timing: About 6.74% done; ETC: 11:10 (0:18:13 remaining)
Increasing send delay for 66.22.85.186 from 80 to 160 due to 11 out of 14 dropped probes since last increase.
Increasing send delay for 66.22.80.122 from 80 to 160 due to 11 out of 16 dropped probes since last increase.
Increasing send delay for 167.86.43.41 from 160 to 320 due to 11 out of 13 dropped probes since last increase.
Increasing send delay for 66.22.56.35 from 320 to 640 due to 11 out of 14 dropped probes since last increase.
Increasing send delay for 66.6.29.162 from 160 to 320 due to 11 out of 12 dropped probes since last increase.
